# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec 17 11:29:45 2014
#
# CONSTRAINT:  where (pl_discmethod like '%Transit%'
# CONSTRAINT:  and pl_pnum > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_hostname asc, pl_orbper asc
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_dens,pl_orbincl,pl_ttvflag,pl_kepflag,st_mass,st_masserr,st_rad,st_raderr,pl_masse,pl_masseerr1,pl_masseerr2,pl_rads,pl_radserr1,pl_radserr2
1092,Kepler-206,d,Transit,3,23.44281000,0.00045300,-0.00045300,0.163000,,,,,0,1,0.94,,1.19,0.23,,,,0.011,0.002,-0.002
1093,Kepler-207,b,Transit,3,1.61186500,0.00000600,-0.00000600,0.029000,,,,,0,1,,,1.59,0.30,,,,0.014,0.003,-0.003
1094,Kepler-207,c,Transit,3,3.07157100,0.00001600,-0.00001600,0.044000,,,,,0,1,,,1.59,0.30,,,,0.014,0.003,-0.003
1095,Kepler-207,d,Transit,3,5.86807500,0.00000900,-0.00000900,0.068000,,,,,0,1,,,1.59,0.30,,,,0.030,0.006,-0.006
1096,Kepler-208,b,Transit,4,4.22864000,0.00001800,-0.00001800,0.054000,,,,,0,1,1.03,,1.31,0.24,,,,0.015,0.003,-0.003
1097,Kepler-208,c,Transit,4,7.46662300,0.00006700,-0.00006700,0.079000,,,,,0,1,1.03,,1.31,0.24,,,,0.013,0.002,-0.002
1098,Kepler-208,d,Transit,4,11.13178600,0.00013100,-0.00013100,0.103000,,,,,0,1,1.03,,1.31,0.24,,,,0.011,0.002,-0.002
1099,Kepler-208,e,Transit,4,16.25945800,0.00017600,-0.00017600,0.132000,,,,,0,1,1.03,,1.31,0.24,,,,0.014,0.003,-0.003
1100,Kepler-209,b,Transit,2,16.08784500,0.00004100,-0.00004100,0.122000,,,,,0,1,,,0.94,0.14,,,,0.021,0.003,-0.003
1101,Kepler-209,c,Transit,2,41.74988200,0.00010600,-0.00010600,0.231000,,,,,0,1,,,0.94,0.14,,,,0.028,0.005,-0.005
1102,Kepler-210,b,Transit,2,2.45323400,0.00000100,-0.00000100,0.032000,,,,,0,1,,,0.65,0.03,,,,0.027,0.002,-0.002
1103,Kepler-210,c,Transit,2,7.97251300,0.00000300,-0.00000300,0.070000,,,,,0,1,,,0.65,0.03,,,,0.033,0.002,-0.002
1104,Kepler-211,b,Transit,2,4.13857500,0.00001000,-0.00001000,0.048000,,,,,0,1,0.97,,0.82,0.05,,,,0.012,0.001,-0.001
1105,Kepler-211,c,Transit,2,6.04045000,0.00001600,-0.00001600,0.062000,,,,,0,1,0.97,,0.82,0.05,,,,0.012,0.001,-0.001
1106,Kepler-212,b,Transit,2,16.25758200,0.00037800,-0.00037800,0.133000,,,,,0,1,1.16,,1.46,0.27,,,,0.010,0.002,-0.002
1107,Kepler-212,c,Transit,2,31.80517400,0.00014200,-0.00014200,0.207000,,,,,0,1,1.16,,1.46,0.27,,,,0.025,0.005,-0.005
1108,Kepler-213,b,Transit,2,2.46236000,0.00000600,-0.00000600,0.036000,,,,,0,1,0.94,,1.20,0.22,,,,0.015,0.003,-0.003
1109,Kepler-213,c,Transit,2,4.82296200,0.00000800,-0.00000800,0.057000,,,,,0,1,0.94,,1.20,0.22,,,,0.021,0.004,-0.004
1110,Kepler-214,b,Transit,2,15.66054400,0.00008000,-0.00008000,0.130000,,,,,0,1,,,1.35,0.25,,,,0.024,0.004,-0.004
1111,Kepler-214,c,Transit,2,28.77980000,0.00039700,-0.00039700,0.194000,,,,,0,1,,,1.35,0.25,,,,0.019,0.004,-0.004
1112,Kepler-215,b,Transit,4,9.36067200,0.00004000,-0.00004000,0.084000,,,,,0,1,0.77,,1.03,0.24,,,,0.015,0.004,-0.004
1113,Kepler-215,c,Transit,4,14.66710800,0.00008900,-0.00008900,0.113000,,,,,0,1,0.77,,1.03,0.24,,,,0.016,0.004,-0.004
1114,Kepler-215,d,Transit,4,30.86442300,0.00009200,-0.00009200,0.185000,,,,,0,1,0.77,,1.03,0.24,,,,0.022,0.005,-0.005
1115,Kepler-215,e,Transit,4,68.16101000,0.00063000,-0.00063000,0.314000,,,,,0,1,0.77,,1.03,0.24,,,,0.016,0.004,-0.004
1116,Kepler-216,b,Transit,2,7.69364100,0.00003100,-0.00003100,0.079000,,,,,0,1,,,1.26,0.24,,,,0.022,0.004,-0.004
1117,Kepler-216,c,Transit,2,17.40666900,0.00005700,-0.00005700,0.136000,,,,,0,1,,,1.26,0.24,,,,0.028,0.005,-0.005
1118,Kepler-217,b,Transit,2,5.37494300,0.00001900,-0.00001900,0.065000,,,,,0,1,,,1.80,0.26,,,,0.021,0.003,-0.003
1119,Kepler-217,c,Transit,2,8.58600400,0.00005300,-0.00005300,0.089000,,,,,0,1,,,1.80,0.26,,,,0.017,0.003,-0.003
1120,Kepler-218,b,Transit,2,3.61933700,0.00001100,-0.00001100,0.046000,,,,,0,1,,,1.06,0.08,,,,0.014,0.001,-0.001
1121,Kepler-218,c,Transit,2,44.69957600,0.00016700,-0.00016700,0.248000,,,,,0,1,,,1.06,0.08,,,,0.029,0.002,-0.002
1122,Kepler-219,b,Transit,3,4.58551200,0.00000800,-0.00000800,0.057000,,,,,0,1,,,1.49,0.25,,,,0.027,0.004,-0.004
1123,Kepler-219,c,Transit,3,22.71461300,0.00007500,-0.00007500,0.165000,,,,,0,1,,,1.49,0.25,,,,0.033,0.005,-0.005
1124,Kepler-219,d,Transit,3,47.90364500,0.00030700,-0.00030700,0.272000,,,,,0,1,,,1.49,0.25,,,,0.026,0.004,-0.004
1125,Kepler-220,b,Transit,4,4.15980700,0.00001000,-0.00001000,0.046000,,,,,0,1,,,0.67,0.03,,,,0.007,0.001,-0.001
1126,Kepler-220,c,Transit,4,9.03419900,0.00000900,-0.00000900,0.076000,,,,,0,1,,,0.67,0.03,,,,0.014,0.001,-0.001
1127,Kepler-220,d,Transit,4,28.12239700,0.00016200,-0.00016200,0.163000,,,,,0,1,,,0.67,0.03,,,,0.009,0.001,-0.001
1128,Kepler-220,e,Transit,4,45.90273300,0.00019200,-0.00019200,0.226000,,,,,0,1,,,0.67,0.03,,,,0.012,0.001,-0.001
1129,Kepler-221,b,Transit,4,2.79590600,0.00000400,-0.00000400,0.037000,,,,,0,1,0.72,,0.82,0.07,,,,0.016,0.002,-0.002
1130,Kepler-221,c,Transit,4,5.69058600,0.00000400,-0.00000400,0.059000,,,,,0,1,0.72,,0.82,0.07,,,,0.027,0.003,-0.003
1131,Kepler-221,d,Transit,4,10.04156000,0.00001100,-0.00001100,0.087000,,,,,0,1,0.72,,0.82,0.07,,,,0.025,0.002,-0.002
1132,Kepler-221,e,Transit,4,18.36991700,0.00002900,-0.00002900,0.130000,,,,,0,1,0.72,,0.82,0.07,,,,0.024,0.002,-0.002
1133,Kepler-222,b,Transit,3,3.93698100,0.00000500,-0.00000500,0.048000,,,,,0,1,,,0.87,0.38,,,,0.029,0.013,-0.013
1134,Kepler-222,c,Transit,3,10.08881000,0.00001100,-0.00001100,0.091000,,,,,0,1,,,0.87,0.38,,,,0.043,0.019,-0.019
1135,Kepler-222,d,Transit,3,28.08191200,0.00006900,-0.00006900,0.180000,,,,,0,1,,,0.87,0.38,,,,0.034,0.015,-0.015
1136,Kepler-223,b,Transit,4,7.38410800,0.00015900,-0.00015900,0.073000,,,,,0,1,,,1.02,0.44,,,,0.015,0.007,-0.007
1137,Kepler-223,c,Transit,4,9.84818300,0.00014500,-0.00014500,0.088000,,,,,0,1,,,1.02,0.44,,,,0.018,0.008,-0.008
1138,Kepler-223,d,Transit,4,14.78875900,0.00010800,-0.00010800,0.116000,,,,,0,1,,,1.02,0.44,,,,0.027,0.012,-0.012
1139,Kepler-223,e,Transit,4,19.72173400,0.00022800,-0.00022800,0.140000,,,,,0,1,,,1.02,0.44,,,,0.022,0.009,-0.009
1140,Kepler-224,b,Transit,4,3.13292400,0.00001400,-0.00001400,0.038000,,,,,0,1,0.74,,0.68,0.04,,,,0.013,0.001,-0.001
1141,Kepler-224,c,Transit,4,5.92500300,0.00001000,-0.00001000,0.058000,,,,,0,1,0.74,,0.68,0.04,,,,0.029,0.002,-0.002
1142,Kepler-224,d,Transit,4,11.34939300,0.00003400,-0.00003400,0.089000,,,,,0,1,0.74,,0.68,0.04,,,,0.021,0.001,-0.001
1143,Kepler-224,e,Transit,4,18.64357700,0.00008700,-0.00008700,0.124000,,,,,0,1,0.74,,0.68,0.04,,,,0.018,0.001,-0.001
1144,Kepler-225,b,Transit,2,6.73897500,0.00004100,-0.00004100,0.056000,,,,,0,1,,,0.48,0.02,,,,0.011,0.001,-0.001
1145,Kepler-225,c,Transit,2,18.79423400,0.00007600,-0.00007600,0.111000,,,,,0,1,,,0.48,0.02,,,,0.017,0.001,-0.001
1146,Kepler-226,b,Transit,3,3.94099700,0.00002000,-0.00002000,0.047000,,,,,0,1,0.86,,0.80,0.32,,,,0.014,0.006,-0.006
1147,Kepler-226,c,Transit,3,5.34955500,0.00001400,-0.00001400,0.058000,,,,,0,1,0.86,,0.80,0.32,,,,0.021,0.008,-0.008
1148,Kepler-226,d,Transit,3,8.10904400,0.00009400,-0.00009400,0.076000,,,,,0,1,0.86,,0.80,0.32,,,,0.011,0.004,-0.004
1149,Kepler-227,b,Transit,2,9.48801500,0.00003900,-0.00003900,0.090000,,,,,0,1,,,1.09,0.55,,,,0.029,0.014,-0.014
1150,Kepler-227,c,Transit,2,54.41869400,0.00046000,-0.00046000,0.290000,,,,,0,1,,,1.09,0.55,,,,0.028,0.014,-0.014
1151,Kepler-228,b,Transit,3,2.56654600,0.00002600,-0.00002600,0.038000,,,,,0,1,,,1.01,0.47,,,,0.014,0.006,-0.006
1152,Kepler-228,c,Transit,3,4.13444400,0.00001800,-0.00001800,0.052000,,,,,0,1,,,1.01,0.47,,,,0.025,0.011,-0.011
1153,Kepler-228,d,Transit,3,11.09428600,0.00003600,-0.00003600,0.101000,,,,,0,1,,,1.01,0.47,,,,0.037,0.017,-0.017
1154,Kepler-229,b,Transit,3,6.25297200,0.00002100,-0.00002100,0.062000,,,,,0,1,,,0.73,0.26,,,,0.020,0.007,-0.007
1155,Kepler-229,c,Transit,3,16.06863800,0.00001900,-0.00001900,0.117000,,,,,0,1,,,0.73,0.26,,,,0.045,0.016,-0.016
1156,Kepler-229,d,Transit,3,41.19491200,0.00024800,-0.00024800,0.220000,,,,,0,1,,,0.73,0.26,,,,0.035,0.013,-0.013
657,Kepler-23,b,Transit,3,7.10730000,,,0.075000,,,,,1,1,1.11,0.09,1.55,0.05,254.30000,,,0.017,,
658,Kepler-23,c,Transit,3,10.74210000,,,0.099000,,,,,1,1,1.11,0.09,1.55,0.05,858.10000,,,0.029,,
659,Kepler-23,d,Transit,3,15.27429900,0.00010400,-0.00010400,0.124000,,,,,0,1,1.11,0.09,1.55,0.05,,,,0.020,0.001,-0.001
1157,Kepler-230,b,Transit,2,32.62555500,0.00012600,-0.00012600,0.191000,,,,,0,1,,,0.82,0.41,,,,0.039,0.020,-0.020
1158,Kepler-230,c,Transit,2,91.77324200,0.00161800,-0.00161800,0.380000,,,,,0,1,,,0.82,0.41,,,,0.019,0.009,-0.009
1159,Kepler-231,b,Transit,2,10.06527500,0.00002700,-0.00002700,0.074000,,,,,0,1,0.58,,0.49,0.02,,,,0.016,0.001,-0.001
1160,Kepler-231,c,Transit,2,19.27156600,0.00009900,-0.00009900,0.114000,,,,,0,1,0.58,,0.49,0.02,,,,0.018,0.002,-0.002
1161,Kepler-232,b,Transit,2,4.43122200,0.00001100,-0.00001100,0.054000,,,,,0,1,,,0.97,0.46,,,,0.028,0.013,-0.013
1162,Kepler-232,c,Transit,2,11.37934900,0.00004400,-0.00004400,0.101000,,,,,0,1,,,0.97,0.46,,,,0.035,0.017,-0.017
1163,Kepler-233,b,Transit,2,8.47238200,0.00002600,-0.00002600,0.077000,,,,,0,1,,,0.76,0.21,,,,0.022,0.006,-0.006
1164,Kepler-233,c,Transit,2,60.41895500,0.00063000,-0.00063000,0.287000,,,,,0,1,,,0.76,0.21,,,,0.025,0.007,-0.007
1165,Kepler-234,b,Transit,2,2.71150600,0.00000600,-0.00000600,0.040000,,,,,0,1,,,1.11,0.49,,,,0.034,0.015,-0.015
1166,Kepler-234,c,Transit,2,7.21205000,0.00002200,-0.00002200,0.077000,,,,,0,1,,,1.11,0.49,,,,0.032,0.014,-0.014
1167,Kepler-235,b,Transit,4,3.34022200,0.00000500,-0.00000500,0.037000,,,,,0,1,0.59,,0.55,0.02,,,,0.021,0.001,-0.001
1168,Kepler-235,c,Transit,4,7.82490400,0.00005500,-0.00005500,0.065000,,,,,0,1,0.59,,0.55,0.02,,,,0.012,0.001,-0.001
1169,Kepler-235,d,Transit,4,20.06054800,0.00009900,-0.00009900,0.122000,,,,,0,1,0.59,,0.55,0.02,,,,0.019,0.001,-0.001
1170,Kepler-235,e,Transit,4,46.18366900,0.00042500,-0.00042500,0.213000,,,,,0,1,0.59,,0.55,0.02,,,,0.020,0.003,-0.003
1171,Kepler-236,b,Transit,2,8.29561100,0.00003200,-0.00003200,0.065000,,,,,0,1,0.56,,0.51,0.02,,,,0.014,0.001,-0.001
1172,Kepler-236,c,Transit,2,23.96812700,0.00017400,-0.00017400,0.132000,,,,,0,1,0.56,,0.51,0.02,,,,0.018,0.002,-0.002
1173,Kepler-237,b,Transit,2,4.71510600,0.00003000,-0.00003000,0.050000,,,,,0,1,0.70,,0.72,0.38,,,,0.013,0.007,-0.007
1174,Kepler-237,c,Transit,2,8.10363600,0.00003200,-0.00003200,0.071000,,,,,0,1,0.70,,0.72,0.38,,,,0.019,0.010,-0.010
1175,Kepler-238,b,Transit,5,2.09087600,0.00002000,-0.00002000,0.034000,,,,,0,1,1.06,0.17,1.43,0.26,,,,0.016,0.004,-0.004
1176,Kepler-238,c,Transit,5,6.15555700,0.00005000,-0.00005000,0.069000,,,,,0,1,1.06,0.17,1.43,0.26,,,,0.022,0.004,-0.004
1177,Kepler-238,d,Transit,5,13.23354900,0.00008100,-0.00008100,0.115000,,,,,0,1,1.06,0.17,1.43,0.26,,,,0.028,0.005,-0.005
1178,Kepler-238,e,Transit,5,23.65400000,,,,,,,,1,1,1.06,0.17,1.43,0.26,169.70000,71.70000,-69.10000,0.051,0.022,-0.004
1179,Kepler-238,f,Transit,5,50.44700000,,,,,,,,1,1,1.06,0.17,1.43,0.26,13.50000,2.90000,-2.50000,0.018,0.008,-0.002
1180,Kepler-239,b,Transit,2,11.76305100,0.00003400,-0.00003400,0.095000,,,,,0,1,0.74,,0.76,0.04,,,,0.021,0.001,-0.001
1181,Kepler-239,c,Transit,2,56.22809800,0.00058000,-0.00058000,0.268000,,,,,0,1,0.74,,0.76,0.04,,,,0.023,0.004,-0.004
662,Kepler-24,d,Transit,4,4.24438400,0.00005300,-0.00005300,0.051000,,,,,0,1,1.03,0.11,1.29,0.29,,,,0.015,0.004,-0.004
660,Kepler-24,b,Transit,4,8.14530000,,,0.080000,,,,,1,1,1.03,0.11,1.29,0.29,508.50000,,,0.022,,
661,Kepler-24,c,Transit,4,12.33350000,,,0.106000,,,,,1,1,1.03,0.11,1.29,0.29,508.50000,,,0.026,,
663,Kepler-24,e,Transit,4,18.99835500,0.00015700,-0.00015700,0.138000,,,,,0,1,1.03,0.11,1.29,0.29,,,,0.025,0.006,-0.006
1182,Kepler-240,b,Transit,2,4.14449500,0.00002600,-0.00002600,0.048000,,,,,0,1,,,0.74,0.30,,,,0.013,0.005,-0.005
1183,Kepler-240,c,Transit,2,7.95352800,0.00002500,-0.00002500,0.074000,,,,,0,1,,,0.74,0.30,,,,0.020,0.008,-0.008
1184,Kepler-241,b,Transit,2,12.71809200,0.00003500,-0.00003500,0.094000,,,,,0,1,,,0.67,0.29,,,,0.021,0.009,-0.009
1185,Kepler-241,c,Transit,2,36.06597800,0.00013300,-0.00013300,0.189000,,,,,0,1,,,0.67,0.29,,,,0.024,0.010,-0.010
1186,Kepler-242,b,Transit,2,8.20395000,0.00002000,-0.00002000,0.075000,,,,,0,1,,,0.85,0.52,,,,0.024,0.015,-0.015
1187,Kepler-242,c,Transit,2,14.49648100,0.00008300,-0.00008300,0.109000,,,,,0,1,,,0.85,0.52,,,,0.018,0.011,-0.011
1188,Kepler-243,b,Transit,2,5.71544200,0.00001100,-0.00001100,0.062000,,,,,0,1,0.89,,0.84,0.40,,,,0.022,0.011,-0.011
1189,Kepler-243,c,Transit,2,20.02621800,0.00016300,-0.00016300,0.142000,,,,,0,1,0.89,,0.84,0.40,,,,0.018,0.009,-0.009
1190,Kepler-244,b,Transit,3,4.31179200,0.00000800,-0.00000800,0.050000,,,,,0,1,,,0.80,0.34,,,,0.025,0.011,-0.011
1191,Kepler-244,c,Transit,3,9.76729200,0.00004600,-0.00004600,0.087000,,,,,0,1,,,0.80,0.34,,,,0.019,0.008,-0.008
1192,Kepler-244,d,Transit,3,20.05040100,0.00013000,-0.00013000,0.140000,,,,,0,1,,,0.80,0.34,,,,0.021,0.009,-0.009
1193,Kepler-245,b,Transit,3,7.49019000,0.00001900,-0.00001900,0.071000,,,,,1,1,0.80,,0.80,0.05,,,,0.024,0.002,-0.002
1194,Kepler-245,c,Transit,3,17.46081200,0.00007600,-0.00007600,0.124000,,,,,1,1,0.80,,0.80,0.05,,,,0.020,0.002,-0.002
1195,Kepler-245,d,Transit,3,36.27710800,0.00017300,-0.00017300,0.202000,,,,,1,1,0.80,,0.80,0.05,,,,0.028,0.002,-0.002
1196,Kepler-246,b,Transit,2,4.60182000,0.00000800,-0.00000800,0.052000,,,,,0,1,0.86,,0.83,0.42,,,,0.021,0.011,-0.011
1197,Kepler-246,c,Transit,2,11.18716100,0.00007500,-0.00007500,0.095000,,,,,0,1,0.86,,0.83,0.42,,,,0.014,0.007,-0.007
1198,Kepler-247,b,Transit,3,3.33616000,0.00000700,-0.00000700,0.042000,,,,,1,1,,,0.77,0.21,,,,0.015,0.004,-0.004
1199,Kepler-247,c,Transit,3,9.43945200,0.00000700,-0.00000700,0.084000,,,,,1,1,,,0.77,0.21,,,,0.037,0.011,-0.011
1200,Kepler-247,d,Transit,3,20.47791200,0.00002600,-0.00002600,0.140000,,,,,1,1,,,0.77,0.21,,,,0.036,0.010,-0.010
1201,Kepler-248,b,Transit,2,6.30820500,0.00001000,-0.00001000,0.066000,,,,,0,1,,,0.83,0.10,,,,0.028,0.003,-0.003
1202,Kepler-248,c,Transit,2,16.23949400,0.00002400,-0.00002400,0.123000,,,,,0,1,,,0.83,0.10,,,,0.037,0.004,-0.004
1203,Kepler-249,b,Transit,3,3.30653900,0.00001000,-0.00001000,0.035000,,,,,0,1,,,0.48,0.02,,,,0.010,0.001,-0.001
1204,Kepler-249,c,Transit,3,7.11370200,0.00001800,-0.00001800,0.058000,,,,,0,1,,,0.48,0.02,,,,0.014,0.001,-0.001
1205,Kepler-249,d,Transit,3,15.36845900,0.00007000,-0.00007000,0.097000,,,,,0,1,,,0.48,0.02,,,,0.014,0.001,-0.001
664,Kepler-25,b,Transit,3,6.23850000,,,0.068000,,,,,1,1,1.19,0.06,1.31,0.02,4036.30000,,,0.024,,
665,Kepler-25,c,Transit,3,12.72040000,,,0.110000,,,,,1,1,1.19,0.06,1.31,0.02,1322.12000,,,0.041,,
1206,Kepler-250,b,Transit,3,4.14814100,0.00004600,-0.00004600,0.048000,,,,,0,1,0.80,,0.81,0.46,,,,0.010,0.006,-0.006
1207,Kepler-250,c,Transit,3,7.15680400,0.00002200,-0.00002200,0.069000,,,,,0,1,0.80,,0.81,0.46,,,,0.021,0.012,-0.012
1208,Kepler-250,d,Transit,3,17.64831200,0.00008100,-0.00008100,0.127000,,,,,0,1,0.80,,0.81,0.46,,,,0.020,0.011,-0.011
1209,Kepler-251,b,Transit,4,4.79093600,0.00003700,-0.00003700,0.053000,,,,,0,1,0.91,,0.89,0.15,,,,0.012,0.002,-0.002
1210,Kepler-251,c,Transit,4,16.51404300,0.00005400,-0.00005400,0.122000,,,,,0,1,0.91,,0.89,0.15,,,,0.025,0.004,-0.004
1211,Kepler-251,d,Transit,4,30.13300100,0.00016100,-0.00016100,0.182000,,,,,0,1,0.91,,0.89,0.15,,,,0.025,0.004,-0.004
1212,Kepler-251,e,Transit,4,99.64016100,0.00107400,-0.00107400,0.404000,,,,,0,1,0.91,,0.89,0.15,,,,0.025,0.004,-0.004
1213,Kepler-252,b,Transit,2,6.66839100,0.00003100,-0.00003100,0.058000,,,,,0,1,0.52,,0.55,0.03,,,,0.011,0.001,-0.001
1214,Kepler-252,c,Transit,2,10.84846300,0.00001500,-0.00001500,0.080000,,,,,0,1,0.52,,0.55,0.03,,,,0.020,0.001,-0.001
1215,Kepler-253,b,Transit,3,3.78398600,0.00001700,-0.00001700,0.046000,,,,,0,1,,,0.79,0.32,,,,0.015,0.006,-0.006
1216,Kepler-253,c,Transit,3,10.28195100,0.00003200,-0.00003200,0.089000,,,,,0,1,,,0.79,0.32,,,,0.024,0.010,-0.010
1217,Kepler-253,d,Transit,3,18.11986900,0.00006600,-0.00006600,0.130000,,,,,0,1,,,0.79,0.32,,,,0.029,0.012,-0.012
1218,Kepler-254,b,Transit,3,5.82666200,0.00001000,-0.00001000,0.064000,,,,,0,1,,,0.91,0.43,,,,0.035,0.017,-0.017
1219,Kepler-254,c,Transit,3,12.41218300,0.00008200,-0.00008200,0.105000,,,,,0,1,,,0.91,0.43,,,,0.020,0.009,-0.009
1220,Kepler-254,d,Transit,3,18.74647700,0.00012100,-0.00012100,0.139000,,,,,0,1,,,0.91,0.43,,,,0.023,0.011,-0.011
1221,Kepler-255,b,Transit,2,5.71460600,0.00005200,-0.00005200,0.063000,,,,,0,1,0.97,,0.93,0.37,,,,0.014,0.006,-0.006
1222,Kepler-255,c,Transit,2,9.94604700,0.00003500,-0.00003500,0.092000,,,,,0,1,0.97,,0.93,0.37,,,,0.027,0.011,-0.011
1223,Kepler-256,b,Transit,4,1.62049300,0.00000900,-0.00000900,0.027000,,,,,0,1,1.02,,1.30,0.32,,,,0.015,0.004,-0.004
1224,Kepler-256,c,Transit,4,3.38802000,0.00001600,-0.00001600,0.045000,,,,,0,1,1.02,,1.30,0.32,,,,0.020,0.005,-0.005
1225,Kepler-256,d,Transit,4,5.83917200,0.00003100,-0.00003100,0.064000,,,,,0,1,1.02,,1.30,0.32,,,,0.023,0.006,-0.006
1226,Kepler-256,e,Transit,4,10.68157200,0.00006600,-0.00006600,0.096000,,,,,0,1,1.02,,1.30,0.32,,,,0.022,0.005,-0.005
1227,Kepler-257,b,Transit,3,2.38266700,0.00000600,-0.00000600,0.034000,,,,,0,1,,,1.04,0.52,,,,0.024,0.012,-0.012
1228,Kepler-257,c,Transit,3,6.58148400,0.00000800,-0.00000800,0.066000,,,,,0,1,,,1.04,0.52,,,,0.050,0.025,-0.025
1229,Kepler-257,d,Transit,3,24.66455100,0.00005100,-0.00005100,0.160000,,,,,0,1,,,1.04,0.52,,,,0.045,0.023,-0.023
1230,Kepler-258,b,Transit,2,13.19722000,0.00001900,-0.00001900,0.103000,,,,,0,1,0.80,,0.92,0.61,,,,0.037,0.025,-0.025
1231,Kepler-258,c,Transit,2,33.65307900,0.00018900,-0.00018900,0.193000,,,,,0,1,0.80,,0.92,0.61,,,,0.033,0.022,-0.022
1232,Kepler-259,b,Transit,2,8.11531700,0.00002200,-0.00002200,0.079000,,,,,0,1,,,0.90,0.43,,,,0.026,0.013,-0.013
1233,Kepler-259,c,Transit,2,36.92493100,0.00018100,-0.00018100,0.217000,,,,,0,1,,,0.90,0.43,,,,0.025,0.012,-0.012
669,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0.039000,,,,,0,1,0.65,0.03,0.57,0.03,,,,0.010,0.001,-0.001
667,Kepler-26,b,Transit,4,12.28290000,,,0.085000,,,,,1,1,0.65,0.03,0.57,0.03,120.77000,,,0.033,,
668,Kepler-26,c,Transit,4,17.25130000,,,0.107000,,,,,1,1,0.65,0.03,0.57,0.03,119.18100,,,0.033,,
670,Kepler-26,e,Transit,4,46.82791500,0.00017300,-0.00017300,0.220000,,,,,0,1,0.65,0.03,0.57,0.03,,,,0.022,0.001,-0.001
1234,Kepler-260,b,Transit,2,8.18739900,0.00002200,-0.00002200,0.075000,,,,,0,1,0.88,,0.86,0.23,,,,0.018,0.005,-0.005
1235,Kepler-260,c,Transit,2,76.05017800,0.00102600,-0.00102600,0.332000,,,,,0,1,0.88,,0.86,0.23,,,,0.016,0.005,-0.005
1236,Kepler-261,b,Transit,2,10.38122700,0.00001600,-0.00001600,0.088000,,,,,0,1,0.87,,0.79,0.05,,,,0.020,0.001,-0.001
1237,Kepler-261,c,Transit,2,24.57085800,0.00006900,-0.00006900,0.156000,,,,,0,1,0.87,,0.79,0.05,,,,0.018,0.001,-0.001
1238,Kepler-262,b,Transit,2,13.06085500,0.00016400,-0.00016400,0.108000,,,,,0,1,,,0.88,0.36,,,,0.013,0.005,-0.005
1239,Kepler-262,c,Transit,2,21.85372200,0.00018700,-0.00018700,0.152000,,,,,0,1,,,0.88,0.36,,,,0.015,0.006,-0.006
1240,Kepler-263,b,Transit,2,16.56808700,0.00006500,-0.00006500,0.120000,,,,,0,1,,,0.79,0.43,,,,0.025,0.013,-0.013
1241,Kepler-263,c,Transit,2,47.33277300,0.00045600,-0.00045600,0.242000,,,,,0,1,,,0.79,0.43,,,,0.023,0.012,-0.012
1242,Kepler-264,b,Transit,2,40.80623100,0.00053800,-0.00053800,0.249000,,,,,0,1,1.32,,1.55,0.31,,,,0.030,0.007,-0.007
1243,Kepler-264,c,Transit,2,140.10126100,0.00367800,-0.00367800,0.566000,,,,,0,1,1.32,,1.55,0.31,,,,0.026,0.005,-0.005
1244,Kepler-265,b,Transit,4,6.84626200,0.00006300,-0.00006300,0.069000,,,,,0,1,1.03,,1.10,0.23,,,,0.017,0.004,-0.004
1245,Kepler-265,c,Transit,4,17.02893700,0.00013600,-0.00013600,0.127000,,,,,0,1,1.03,,1.10,0.23,,,,0.024,0.005,-0.005
